listeners,mbid,name,playcount,streamable,url,tags
1123316,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,Carly Rae Jepsen,38814516,0,https://www.last.fm/music/Carly+Rae+Jepsen,"pop, Canadian, female vocalists"
1117160,3f542031-b054-454d-b57b-812fa2a81b11,Yo La Tengo,40257101,0,https://www.last.fm/music/Yo+La+Tengo,"indie, indie rock, seen live"
1108787,074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,88269904,0,https://www.last.fm/music/Bring+Me+the+Horizon,"deathcore, metalcore, hardcore"
1103549,fefe1208-5d8c-48a7-9b6c-2f5ffb62b063,Bastille,43019416,0,https://www.last.fm/music/Bastille,"indie, electronic, alternative"
1097257,3fedf601-0039-4ba4-af53-7b6d1ff5b69a,One Direction,68650292,0,https://www.last.fm/music/One+Direction,"pop, british, one direction"
1087510,dded11f4-f525-4e81-b41f-4bfdf27ccf3d,Survivor,8075436,0,https://www.last.fm/music/Survivor,"rock, classic rock, 80s"
1087348,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,39139281,0,https://www.last.fm/music/Mac+Miller,"Hip-Hop, rap, underground hip-hop"
1079293,ba2f4f3b-0293-4bc8-bb94-2f73b5207343,Underworld,19961975,0,https://www.last.fm/music/Underworld,"electronic, techno, electronica"
1075905,dcf5807c-ef1f-4291-b452-6824080ecac4,Birdman,5468210,0,https://www.last.fm/music/Birdman,"Hip-Hop, rap, Dirty South"
1064366,9de8f66e-3cd1-4f11-8328-38200f0612b0,Doves,18390365,0,https://www.last.fm/music/Doves,"indie, indie rock, britpop"
1054458,eace2373-31c8-4aba-9a5c-7bce22dd140a,Within Temptation,75206225,0,https://www.last.fm/music/Within+Temptation,"symphonic metal, Gothic Metal, Female fronted metal"
1049985,2f94016a-3880-4d8c-9af9-0e197ee77189,Moloko,18273953,0,https://www.last.fm/music/Moloko,"electronic, trip-hop, female vocalists"
1048387,56c4b861-0922-4c3a-a9b9-3bfcb00f8274,Zedd,22848149,0,https://www.last.fm/music/Zedd,"electronic, electro house, House"
1047571,29542149-a818-4167-aa91-439adc9d61f5,Glee Cast,97800989,0,https://www.last.fm/music/Glee+Cast,"musical, Soundtrack, glee"
1047329,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,Thom Yorke,28870389,0,https://www.last.fm/music/Thom+Yorke,"electronic, alternative, experimental"
1045925,0110e63e-0a9b-4818-af8e-41e180c20b9a,Devendra Banhart,46078755,0,https://www.last.fm/music/Devendra+Banhart,"folk, singer-songwriter, indie"
1034150,bf600e2b-dc2d-4839-a1be-6ebef4087cd0,311,21530160,0,https://www.last.fm/music/311,"alternative, rock, alternative rock"
1032427,8dc08b1f-e393-4f85-a5dd-300f7693a8b8,James Blake,47618034,0,https://www.last.fm/music/James+Blake,"dubstep, electronic, experimental"
1026605,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,Selena Gomez,42130949,0,https://www.last.fm/music/Selena+Gomez,"pop, female vocalists, Disney"
1026437,917bc621-ad02-477d-9308-a0304c5f9727,Noah and the Whale,23615941,0,https://www.last.fm/music/Noah+and+the+Whale,"folk, indie, indie folk"
1024111,ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,Disclosure,33212484,0,https://www.last.fm/music/Disclosure,"electronic, seen live, future garage"
1023140,a6825a24-05b5-4a6f-b9e6-965e30e84534,Chicago,12130653,0,https://www.last.fm/music/Chicago,"classic rock, rock, 70s"
1021900,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,Sam Smith,31701772,0,https://www.last.fm/music/Sam+Smith,"soul, pop, british"
1019768,62d364d2-550b-420e-b918-b3bd1e4a2efc,Broken Bells,23182047,0,https://www.last.fm/music/Broken+Bells,"indie, experimental, indie pop"
1012385,1f5ff245-2837-4d4a-a609-e93e544478c3,Trivium,48969119,0,https://www.last.fm/music/Trivium,"metalcore, thrash metal, metal"
1009040,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,A$AP Rocky,49885020,0,https://www.last.fm/music/A$AP+Rocky,"Hip-Hop, rap, seen live"
1008455,e3434cc7-d348-491a-9dc8-325af3d9086d,Jane's Addiction,12905032,0,https://www.last.fm/music/Jane%27s+Addiction,"alternative rock, rock, alternative"
994976,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,Childish Gambino,54947904,0,https://www.last.fm/music/Childish+Gambino,"Hip-Hop, rap, seen live"
989627,b1003bf1-25b8-41f4-a783-36060f987913,City and Colour,51035707,0,https://www.last.fm/music/City+and+Colour,"acoustic, indie, singer-songwriter"
986585,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,Eddie Vedder,31049006,0,https://www.last.fm/music/Eddie+Vedder,"singer-songwriter, Grunge, rock"
985988,5334edc0-5faf-4ca5-b1df-000de3e1f752,St. Vincent,37632752,0,https://www.last.fm/music/St.+Vincent,"seen live, female vocalists, indie"
980805,3599a39e-4e10-4cb5-90d4-c8a015ebc73b,Portugal. The Man,37777909,0,https://www.last.fm/music/Portugal.+The+Man,"experimental, indie, seen live"
976986,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace of Base,12131694,0,https://www.last.fm/music/Ace+of+Base,"pop, dance, 90s"
976314,603ba565-3967-4be1-931e-9cb945394e86,*NSYNC,13122407,0,https://www.last.fm/music/%2ANSYNC,"pop, boybands, 90s"
965364,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3,B.B. King,15255090,0,https://www.last.fm/music/B.B.+King,"blues, guitar, blues rock"
961548,a0ef7e1d-44ff-4039-9435-7d5fefdeecc9,The Band,15430937,0,https://www.last.fm/music/The+Band,"classic rock, rock, folk rock"
952172,4fbc55bb-61be-4eb7-b4b4-c08c68b4e060,Chamillionaire,9828684,0,https://www.last.fm/music/Chamillionaire,"rap, Hip-Hop, Dirty South"
946935,f467181e-d5e0-4285-b47e-e853dcc89ee7,Ratatat,47188073,0,https://www.last.fm/music/Ratatat,"electronic, instrumental, indie"
945762,735e3514-a8ae-401f-af3b-6300df1b8d2c,Caribou,30112190,0,https://www.last.fm/music/Caribou,"electronic, seen live, experimental"
944240,3bcff06f-675a-451f-9075-99e8657047e8,Four Tet,29344621,0,https://www.last.fm/music/Four+Tet,"electronic, experimental, idm"
943855,b4691384-50c3-4afd-9988-51d3ec5db65d,Hozier,25823266,0,https://www.last.fm/music/Hozier,"blues, indie, soul"
943795,c55193fb-f5d2-4839-a263-4c044fca1456,Dio,24446978,0,https://www.last.fm/music/Dio,"heavy metal, hard rock, metal"
929986,1bbf31dc-dbc0-4a7a-bf3f-48bc665878e1,Local Natives,25123119,0,https://www.last.fm/music/Local+Natives,"indie, indie rock, seen live"
926148,60d41417-feda-4734-bbbf-7dcc30e08a83,Diana Ross,7877888,0,https://www.last.fm/music/Diana+Ross,"soul, female vocalists, Disco"
922359,38d363c7-fdcb-4308-9474-a0d14ab8d9b7,Christina Perri,13353314,0,https://www.last.fm/music/Christina+Perri,"female vocalists, pop, singer-songwriter"
920360,5508631d-697f-4839-a669-06637e5bcb90,Jordin Sparks,10733943,0,https://www.last.fm/music/Jordin+Sparks,"pop, rnb, female vocalists"
917578,4ce1c576-305a-4b82-82fa-5e5359056219,Curren$y,12943514,0,https://www.last.fm/music/Curren$y,"Hip-Hop, rap, Dirty South"
915783,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,Grateful Dead,32188834,0,https://www.last.fm/music/Grateful+Dead,"classic rock, Psychedelic Rock, psychedelic"
909768,b8c5cc4f-239f-4e02-b46f-b040b77c2030,Nightmares on Wax,15586564,0,https://www.last.fm/music/Nightmares+on+Wax,"trip-hop, chillout, downtempo"
908978,d135874d-9cae-4fef-97e3-36acbd9f5a26,Patti Smith,16149500,0,https://www.last.fm/music/Patti+Smith,"rock, punk, female vocalists"
907880,7e5a2a59-6d9f-4a17-b7c2-e1eedb7bd222,Grimes,58658863,0,https://www.last.fm/music/Grimes,"electronic, dream pop, experimental"
897688,936addc3-91aa-49de-8ec0-0dc186de151f,Misfits,56402765,0,https://www.last.fm/music/Misfits,"horror punk, punk, punk rock"
896987,d75d1f08-bbb8-4eae-9877-399ca9121197,Mobb Deep,14822104,0,https://www.last.fm/music/Mobb+Deep,"Hip-Hop, rap, Gangsta Rap"
896854,3e30aebd-0557-4cfd-8fb9-3945afa5d72b,Annie Lennox,9973705,0,https://www.last.fm/music/Annie+Lennox,"female vocalists, pop, 80s"
891212,b60527cc-54f3-4bbe-a01b-dcf34c95ae14,Donna Summer,9246883,0,https://www.last.fm/music/Donna+Summer,"Disco, pop, 70s"
888189,dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit,19193271,0,https://www.last.fm/music/Clean+Bandit,"electronic, indie, experimental"
887369,81df2271-03a1-46a3-bb30-cce187235312,The Darkness,12792710,0,https://www.last.fm/music/The+Darkness,"rock, hard rock, glam rock"
884961,1ba1d493-7114-45e2-b163-a36d49a0c065,Chet Baker,18408215,0,https://www.last.fm/music/Chet+Baker,"jazz, trumpet, cool jazz"
883075,d8e41375-bd8d-4e39-9da7-f0c171e97086,Grouplove,15028586,0,https://www.last.fm/music/Grouplove,"indie, indie rock, indie pop"
882138,93eb7110-0bc9-4d3f-816b-4b52ef982ec8,Metronomy,34087233,0,https://www.last.fm/music/Metronomy,"electronic, seen live, new rave"
880213,6e0ae159-8449-4262-bba5-18ec87fa529f,Rascal Flatts,13028630,0,https://www.last.fm/music/Rascal+Flatts,"country, rascal flatts, country pop"
878710,59eda569-b380-4958-b98c-051d1667b3e1,Waka Flocka Flame,8209336,0,https://www.last.fm/music/Waka+Flocka+Flame,"Hip-Hop, rap, Dirty South"
876673,23b58ea2-1cc3-468a-9e76-5027e196e851,Cansei de Ser Sexy,24025723,0,https://www.last.fm/music/Cansei+de+Ser+Sexy,"electronic, indie, brazilian"
873906,a8ebde98-7e91-46c7-992c-90039ba42017,De La Soul,16453413,0,https://www.last.fm/music/De+La+Soul,"Hip-Hop, rap, hip hop"
870962,0b76f632-25fa-4681-9862-86499c28afd3,Finger Eleven,11951764,0,https://www.last.fm/music/Finger+Eleven,"alternative rock, rock, alternative"
865241,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,As I Lay Dying,44487789,0,https://www.last.fm/music/As+I+Lay+Dying,"metalcore, hardcore, metal"
858838,91a81925-92f9-4fc9-b897-93cf01226282,The Chainsmokers,23992830,0,https://www.last.fm/music/The+Chainsmokers,"electronic, pop, House"
858541,4f416ed7-dda2-45de-a6f1-b986e861cf4b,Deerhunter,41075049,0,https://www.last.fm/music/Deerhunter,"shoegaze, experimental, psychedelic"
856140,959cf5bf-ee29-4af6-a85a-0b480181d988,Everything But the Girl,11078784,0,https://www.last.fm/music/Everything+But+the+Girl,"electronic, trip-hop, chillout"
855064,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"Tyler, the Creator",59064460,0,"https://www.last.fm/music/Tyler,+the+Creator","Hip-Hop, rap, ofwgkta"
850572,028e1863-cab4-4a3d-9dd9-91c682c91005,The Lonely Island,27596206,0,https://www.last.fm/music/The+Lonely+Island,"comedy, rap, Hip-Hop"
844485,c70d12a2-24fe-4f83-a6e6-57d84f8efb51,Johannes Brahms,9003228,0,https://www.last.fm/music/Johannes+Brahms,"Classical, romantic, composers"
843517,260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli XCX,39091297,0,https://www.last.fm/music/Charli+XCX,"synthpop, electronic, pop"
840017,97b8d224-5660-419c-8dff-4b3bf0c33983,The Neighbourhood,34582954,0,https://www.last.fm/music/The+Neighbourhood,"indie, indie rock, indie pop"
838893,766a2b45-441f-4096-af05-dbbca9518c9d,Phantom Planet,9638643,0,https://www.last.fm/music/Phantom+Planet,"rock, indie, alternative"
837132,ef43cee7-13f5-4d10-844e-879aba3d8b19,Camera Obscura,24563368,0,https://www.last.fm/music/Camera+Obscura,"indie pop, indie, female vocalists"
833677,35a6a353-b186-4c13-a264-d18d5e2ce853,Tokyo Police Club,21001902,0,https://www.last.fm/music/Tokyo+Police+Club,"indie rock, indie, seen live"
833624,c8a9ae11-63bf-409b-8bf3-a96b3712a2ff,Little Dragon,20344610,0,https://www.last.fm/music/Little+Dragon,"trip-hop, electronic, female vocalists"
833388,7fe96b15-5608-430e-ad25-77a01353c5d9,Young the Giant,16342948,0,https://www.last.fm/music/Young+the+Giant,"indie rock, indie, rock"
828477,2155a81a-f0c6-417a-9b16-2f86f98bb8bc,Derek and the Dominos,6757387,0,https://www.last.fm/music/Derek+and+the+Dominos,"classic rock, blues rock, blues"
826412,3fa7095b-4447-465e-a784-14b07789d7a1,Hellogoodbye,18589542,0,https://www.last.fm/music/Hellogoodbye,"indie, powerpop, seen live"
826395,afcca32f-c202-4f18-8951-af79d483791a,Suede,20968866,0,https://www.last.fm/music/Suede,"britpop, indie, british"
826114,23228f18-01d5-493e-94ce-cfcde82a8db2,The Jam,14723243,0,https://www.last.fm/music/The+Jam,"punk, mod, new wave"
825792,f5c1f728-4bf0-48d6-aa2b-1d2e36e2cd56,Miguel,14527873,0,https://www.last.fm/music/Miguel,"rnb, soul, r&b"
825011,43b58c98-3779-4b04-9a23-1c95cca3a145,Erasure,12354150,0,https://www.last.fm/music/Erasure,"80s, synthpop, new wave"
822797,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,41086440,0,https://www.last.fm/music/The+1975,"indie, indie rock, seen live"
822398,e471b63c-c3b5-4f62-a971-cd0b2273838f,Serj Tankian,30610847,0,https://www.last.fm/music/Serj+Tankian,"alternative metal, alternative, alternative rock"
822284,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,Twenty One Pilots,54839858,0,https://www.last.fm/music/Twenty+One+Pilots,"electronic, indie, alternative"
819720,c14b4180-dc87-481e-b17a-64e4150f90f6,Opeth,80898824,0,https://www.last.fm/music/Opeth,"Progressive metal, progressive death metal, death metal"
817111,647221d0-f6b1-4e03-924c-c59b8059536f,Chromeo,17213428,0,https://www.last.fm/music/Chromeo,"electronic, funk, electro"
810643,b0e304ab-ab52-4e4c-bff5-eb0dff0b3d09,Ashanti,6184706,0,https://www.last.fm/music/Ashanti,"rnb, female vocalists, soul"
810334,df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,14414201,0,https://www.last.fm/music/Vance+Joy,"folk, indie, singer-songwriter"
810143,b0122194-c49a-46a1-ade7-84d1d76bd8e9,John Lee Hooker,10705036,0,https://www.last.fm/music/John+Lee+Hooker,"blues, delta blues, Classic Blues"
809251,b42eca0f-9381-43db-badb-1cba080a7dc2,Boyz II Men,7207780,0,https://www.last.fm/music/Boyz+II+Men,"rnb, soul, 90s"
808952,c6122fee-089f-41c4-a34f-e5f7e5607b05,Twisted Sister,9300390,0,https://www.last.fm/music/Twisted+Sister,"hard rock, heavy metal, hair metal"
803365,b7834ebd-64ae-46c3-a930-2d3a52ee743a,The Walkmen,17651264,0,https://www.last.fm/music/The+Walkmen,"seen live, indie, indie rock"
802547,92dc699f-fcbc-4278-afbe-40b5ad060a55,Death from Above 1979,24034783,0,https://www.last.fm/music/Death+from+Above+1979,"indie, indie rock, rock"
801297,fc7376fe-1a6f-4414-b4a7-83f50ed59c92,Flying Lotus,46558846,0,https://www.last.fm/music/Flying+Lotus,"electronic, experimental, Hip-Hop"
799431,56756959-1e78-429c-b897-e1d056cb0225,Tove Lo,32049031,0,https://www.last.fm/music/Tove+Lo,"pop, swedish, electronic"
794975,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,10666754,0,https://www.last.fm/music/Daddy+Yankee,"Reggaeton, latin, Hip-Hop"
793499,e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa,37600464,0,https://www.last.fm/music/Frank+Zappa,"Progressive rock, experimental, rock"
793187,1a99cc88-aea3-4fe3-96b9-20791667f65f,Dizzee Rascal,13295422,0,https://www.last.fm/music/Dizzee+Rascal,"Grime, Hip-Hop, seen live"
791543,0cf9d983-aecf-4d57-9e94-fde2beac014f,The Futureheads,10558371,0,https://www.last.fm/music/The+Futureheads,"indie, seen live, indie rock"
788787,3e1f2ee4-16be-4406-bf18-6173840cf2b1,Martin Garrix,14016111,0,https://www.last.fm/music/Martin+Garrix,"House, electronic, dance"
786586,15042d2b-2d4c-4451-a96a-6f547642de13,Kenny Loggins,5811445,0,https://www.last.fm/music/Kenny+Loggins,"80s, rock, pop"
784228,a1ced3e5-476c-4046-bd74-d428f419989b,Daughter,28024776,0,https://www.last.fm/music/Daughter,"indie, indie folk, acoustic"
778691,d4aad415-9cd0-4845-9b05-0416fdcc9fc4,Walk the Moon,13860793,0,https://www.last.fm/music/Walk+the+Moon,"indie rock, indie, indie pop"
773352,6e019bc6-5c23-4935-94f0-4a896631d846,Jonas Brothers,21332296,0,https://www.last.fm/music/Jonas+Brothers,"pop, pop rock, Disney"
771748,94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,Method Man,9550396,0,https://www.last.fm/music/Method+Man,"Hip-Hop, rap, wu-tang"
771567,90cc2464-234e-4da0-b39b-576f36e633bc,Antony and the Johnsons,23931916,0,https://www.last.fm/music/Antony+and+the+Johnsons,"singer-songwriter, indie, alternative"
769706,6bc658ea-005f-486b-8f94-33a2e40f7a72,Pat Benatar,7014370,0,https://www.last.fm/music/Pat+Benatar,"80s, rock, female vocalists"
768273,6a93afbb-257f-4166-b389-9f2a1e5c5df8,CHVRCHES,38336192,0,https://www.last.fm/music/CHVRCHES,"synthpop, electronic, electropop"
768027,1b3e92d4-1c68-412d-a92d-1172f24f7de3,Aqualung,10022342,0,https://www.last.fm/music/Aqualung,"indie, singer-songwriter, alternative"
765897,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,Kygo,18865137,0,https://www.last.fm/music/Kygo,"electronic, House, chillout"
764536,88a4cd4e-5dee-4153-8462-0d5e43c75f47,Feeder,15776158,0,https://www.last.fm/music/Feeder,"rock, seen live, indie"
764523,3a052c99-8c18-484a-8beb-9873b4fb3106,Iggy Azalea,28174791,0,https://www.last.fm/music/Iggy+Azalea,"Hip-Hop, rap, pop"
764510,35fd8d42-b4a6-4414-9827-8766bd0daa3c,Flume,24520757,0,https://www.last.fm/music/Flume,"electronic, chillout, seen live"
754936,c2aa7d6f-ea94-4ee1-b138-deab27b280d3,Aqua,8843217,0,https://www.last.fm/music/Aqua,"pop, dance, eurodance"
754725,56ef1af4-5184-49f8-a972-583f35c2485c,Amerie,6126203,0,https://www.last.fm/music/Amerie,"rnb, female vocalists, pop"
753754,b2c2d4fe-8c1e-44ec-8be6-ff500e105a90,Don Henley,5726758,0,https://www.last.fm/music/Don+Henley,"classic rock, rock, 80s"
750779,0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,John Mellencamp,7522169,0,https://www.last.fm/music/John+Mellencamp,"rock, classic rock, singer-songwriter"
749719,5e5480be-eded-44ad-9c45-f6136ec2f5db,Reel Big Fish,23599330,0,https://www.last.fm/music/Reel+Big+Fish,"ska, ska punk, seen live"
749314,3ff72a59-f39d-411d-9f93-2d4a86413013,The Magnetic Fields,36955220,0,https://www.last.fm/music/The+Magnetic+Fields,"indie, indie pop, Lo-Fi"
748641,234bab50-2f04-4d21-8f91-df93ef554855,Mr. Scruff,9297582,0,https://www.last.fm/music/Mr.+Scruff,"electronic, ninja tune, trip-hop"
745817,81435053-e1a2-48a4-adfd-e89f310c7b38,Culture Club,5634103,0,https://www.last.fm/music/Culture+Club,"80s, new wave, pop"
740982,119a2c67-e6d6-41cf-a58c-c51b75c80daa,Capital Cities,11456086,0,https://www.last.fm/music/Capital+Cities,"electronic, indie, electropop"
730372,648615ca-ca74-460d-928a-2bae67ae6d14,Dirty Pretty Things,10680926,0,https://www.last.fm/music/Dirty+Pretty+Things,"indie, indie rock, british"
729708,a49b5d41-7399-49ef-bcb8-a5779a30d2e9,Relient K,23779183,0,https://www.last.fm/music/Relient+K,"rock, pop punk, christian rock"
728708,9f1195cf-9900-45db-bf9c-21c205672ae0,Future,25745224,0,https://www.last.fm/music/Future,"Hip-Hop, rap, Dirty South"
723574,ccce2053-7007-4c36-b1e7-f8fcf5023a12,Dexys Midnight Runners,5187252,0,https://www.last.fm/music/Dexys+Midnight+Runners,"new wave, 80s, post-punk"
723533,6f81a7dc-be31-4498-ae95-6d994ffec614,12 Stones,10749554,0,https://www.last.fm/music/12+Stones,"alternative rock, rock, christian rock"
722349,320d40d6-28dd-42d7-b05f-7e6e8d399a2e,Mat Kearney,10860532,0,https://www.last.fm/music/Mat+Kearney,"singer-songwriter, acoustic, indie"
711587,4279aba0-1bde-40a9-8fb2-c63d165dc554,Delerium,12332491,0,https://www.last.fm/music/Delerium,"ambient, electronic, trance"
711533,255e2420-5b02-452b-9771-0512ebe78090,Basshunter,15313125,0,https://www.last.fm/music/Basshunter,"dance, electronic, techno"
711011,4df5d35b-a9d4-4d4f-91f6-bae55693de31,Zebrahead,21466140,0,https://www.last.fm/music/Zebrahead,"punk rock, punk, pop punk"
710560,c9dd033c-0270-463c-b3ec-f4b7712486fe,Rita Ora,13461657,0,https://www.last.fm/music/Rita+Ora,"pop, female vocalists, dance"
708875,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,Diplo,8664276,0,https://www.last.fm/music/Diplo,"electronic, Hip-Hop, seen live"
708267,ff7103c5-da9e-434d-b8aa-037424ba45ad,Solange,16242394,0,https://www.last.fm/music/Solange,"rnb, soul, pop"
707077,f3b8e107-abe8-4743-b6a3-4a4ee995e71f,Charles Mingus,10940730,0,https://www.last.fm/music/Charles+Mingus,"jazz, bebop, bass"
705387,aef06569-098f-4218-a577-b413944d9493,HAIM,23425388,0,https://www.last.fm/music/HAIM,"indie, indie pop, seen live"
705211,84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2,Primus,20275447,0,https://www.last.fm/music/Primus,"funk metal, alternative, alternative rock"
700356,c09c8263-40ef-4352-8031-e438b1ce68fc,Frankie Goes to Hollywood,5163003,0,https://www.last.fm/music/Frankie+Goes+to+Hollywood,"80s, new wave, pop"
694609,b7d92248-97e3-4450-8057-6fe06738f735,Shawn Mendes,29887489,0,https://www.last.fm/music/Shawn+Mendes,"pop, Canadian, folk"
693615,a2361c7d-ddb6-41c1-a9a0-be09fbbb8d21,Isaac Hayes,5248035,0,https://www.last.fm/music/Isaac+Hayes,"soul, funk, rhythm and blues"
687751,ee190f6b-7d98-43ec-b924-da5f8018eca0,Janelle Monáe,25819803,0,https://www.last.fm/music/Janelle+Mon%C3%A1e,"soul, rnb, female vocalists"
687617,b02ec63e-e78d-43e5-a594-462e95036e8d,Yo Gotti,4165029,0,https://www.last.fm/music/Yo+Gotti,"rap, Dirty South, Hip-Hop"
687376,000fc734-b7e1-4a01-92d1-f544261b43f5,Cocteau Twins,31192087,0,https://www.last.fm/music/Cocteau+Twins,"dream pop, shoegaze, post-punk"
686814,31445b1e-96f3-4c7f-84ec-dd02e647e690,DJ Snake,10161706,0,https://www.last.fm/music/DJ+Snake,"trap, electronic, dance"
686647,3a6d6481-142d-423f-91d4-55bbfff318ed,Toro y Moi,28454317,0,https://www.last.fm/music/Toro+y+Moi,"chillwave, electronic, Lo-Fi"
686549,e7ee5f13-baf5-4a87-b58b-f871c137d4f5,Julie London,6610464,0,https://www.last.fm/music/Julie+London,"jazz, female vocalists, vocal jazz"
683984,f98711e5-06f7-43ed-8239-da0f61a9c460,The Alan Parsons Project,14167525,0,https://www.last.fm/music/The+Alan+Parsons+Project,"Progressive rock, classic rock, rock"
683946,0182474b-8a1d-46d0-9d0f-e6df353335ea,Perry Como,4609505,0,https://www.last.fm/music/Perry+Como,"jazz, oldies, 50s"
682079,6ca4886a-8f77-4133-b404-46fb3908e24a,Brenda Lee,3902845,0,https://www.last.fm/music/Brenda+Lee,"oldies, 60s, female vocalists"
681166,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,Meek Mill,10811067,0,https://www.last.fm/music/Meek+Mill,"Hip-Hop, rap, meek mill"
679069,,Post Malone,39640756,0,https://www.last.fm/music/Post+Malone,"Hip-Hop, rap, trap"
671011,3648db01-b29d-4ab9-835c-83f6a5068fe4,Godspeed You! Black Emperor,19997602,0,https://www.last.fm/music/Godspeed+You%21+Black+Emperor,"post-rock, instrumental, experimental"
670331,a39acc4a-985e-4173-a9ed-f325f2d3bc1c,Steve Aoki,21497034,0,https://www.last.fm/music/Steve+Aoki,"electronic, electro, seen live"
664366,0e85eb79-1c05-44ba-827c-7b259a3d941a,Felix Mendelssohn,5403822,0,https://www.last.fm/music/Felix+Mendelssohn,"Classical, romantic, german"
661649,45dc5f07-6609-4760-a933-8c9e0f858d05,French Montana,7332952,0,https://www.last.fm/music/French+Montana,"Hip-Hop, rap, hip hop"
657627,e42680f7-e439-4666-9c2c-536c2b3c6db3,Rob Thomas,7136851,0,https://www.last.fm/music/Rob+Thomas,"pop, rock, alternative"
657266,b2029169-2574-4305-820f-252a5fde3697,Meghan Trainor,12282140,0,https://www.last.fm/music/Meghan+Trainor,"pop, soul, female vocalists"
655885,101e0102-841f-4858-972b-edf716ee67c9,Flunk,11175633,0,https://www.last.fm/music/Flunk,"trip-hop, chillout, electronic"
651653,c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli,9251272,0,https://www.last.fm/music/Andrea+Bocelli,"Classical, opera, italian"
649774,bce6d667-cde8-485e-b078-c0a05adea36d,ScHoolboy Q,22078504,0,https://www.last.fm/music/ScHoolboy+Q,"Hip-Hop, rap, underground hip-hop"
647673,,Monica,4784788,0,https://www.last.fm/music/Monica,"rnb, female vocalists, soul"
647439,4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c,Miranda Lambert,8374949,0,https://www.last.fm/music/Miranda+Lambert,"country, female vocalists, singer-songwriter"
647087,1303b976-b862-4f04-94fd-a8d444e06714,The Proclaimers,5503152,0,https://www.last.fm/music/The+Proclaimers,"Scottish, rock, pop"
646870,e25216bf-b0ac-4bd3-bc5a-1f82a7d0274f,Vertical Horizon,7355455,0,https://www.last.fm/music/Vertical+Horizon,"rock, alternative rock, alternative"
646375,8b0f05ce-354e-4121-9e0b-8b4732ea844f,Juanes,8869641,0,https://www.last.fm/music/Juanes,"latin, spanish, pop"
645752,47b8b42a-96e8-46fa-9ea6-70c5136ae971,Saosin,25857005,0,https://www.last.fm/music/Saosin,"post-hardcore, emo, screamo"
645279,cfafad90-b736-4c74-8ded-f3f4d7b2c792,"Crosby, Stills & Nash",7463509,0,"https://www.last.fm/music/Crosby,+Stills+&+Nash","classic rock, folk rock, folk"
644515,f1548c5b-329e-4036-921c-02213a04b525,Uriah Heep,11426830,0,https://www.last.fm/music/Uriah+Heep,"classic rock, hard rock, Progressive rock"
642129,05f3353e-e2d9-4344-a3c9-8009dd8e0427,Sky Ferreira,14605779,0,https://www.last.fm/music/Sky+Ferreira,"pop, electropop, electronic"
640096,7f2aa196-cfd4-4a3d-ace3-28b7b6a79af7,SBTRKT,18647743,0,https://www.last.fm/music/SBTRKT,"electronic, dubstep, seen live"
639022,85d7666c-d3ce-4e2c-8b1b-f20db7cdae4f,Warren G,4986927,0,https://www.last.fm/music/Warren+G,"Hip-Hop, G-funk, rap"
638141,a11aacf5-fcbe-47f9-b065-75f4466c00ae,Millencolin,25418201,0,https://www.last.fm/music/Millencolin,"punk rock, seen live, punk"
637611,30d639db-5c8f-494e-a937-460a4b67f3b4,The Bloody Beetroots,11676159,0,https://www.last.fm/music/The+Bloody+Beetroots,"electro, electronic, dance"
637598,2c7e21ad-9b16-42df-9f9b-d583ce70a88a,Slightly Stoopid,11717966,0,https://www.last.fm/music/Slightly+Stoopid,"reggae, ska, dub"
635948,,Halsey,31440478,0,https://www.last.fm/music/Halsey,"pop, indie, indie pop"
